"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"437","#FreeKhaledaZia https://t.co/0tL8xvu3fb",FALSE,2,NA,2018-03-06 02:27:30,FALSE,NA,"970848313628008448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"438","#FreeKhaledaZia https://t.co/rFbDKPz6Dr",FALSE,3,NA,2018-03-06 02:26:32,FALSE,NA,"970848070618333185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"439","#FreeKhaledaZia https://t.co/E270Plohuu",FALSE,5,NA,2018-03-06 02:26:09,FALSE,NA,"970847974489178112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"440","#FreeKhaledaZia https://t.co/2qSvOvBc4I",FALSE,1,NA,2018-03-06 02:24:51,FALSE,NA,"970847647090143233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"441","#FreeKhaledaZia https://t.co/KjrhdQapFr",FALSE,1,NA,2018-03-06 02:24:14,FALSE,NA,"970847493847113728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"442","#FreeKhaledaZia https://t.co/hTRiXXvcdA",FALSE,0,NA,2018-03-06 02:23:49,FALSE,NA,"970847386389028864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"443","#FreeKhaledaZia https://t.co/rMF23BWUBg",FALSE,1,NA,2018-03-06 02:23:13,FALSE,NA,"970847237554167808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"444","#FreeKhaledaZia https://t.co/GYnYF3xQv8",FALSE,1,NA,2018-03-06 02:22:36,FALSE,NA,"970847081924509696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"445","#FreeKhaledaZia https://t.co/TxKKWVyOHr",FALSE,1,NA,2018-03-06 02:22:16,FALSE,NA,"970846997879013376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"446","Hathazari JCD (Student wing of Bangladesh Nationalist Party) leader Suhel Rana was brutally killed by Awami thugs.… https://t.co/c5qdW7AROK",FALSE,21,NA,2018-03-06 02:21:49,TRUE,NA,"970846886474190850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdullahramu",11,FALSE,FALSE,NA,NA
"447","#FreeKhaledaZia https://t.co/kWq1B94zPA",FALSE,1,NA,2018-03-06 02:21:49,FALSE,NA,"970846884062380032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"448","#FreeKhaledaZia https://t.co/FQMyObauld",FALSE,0,NA,2018-03-06 02:21:23,FALSE,NA,"970846776105160704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"449","#FreeKhaledaZia https://t.co/yHJsj3go5c",FALSE,0,NA,2018-03-06 02:20:56,FALSE,NA,"970846662804426752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"450","#FreeKhaledaZia https://t.co/Zex1aQjCaE",FALSE,1,NA,2018-03-06 02:20:41,FALSE,NA,"970846599990554624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"451","#FreeKhaledaZia https://t.co/naTmd6P8ay",FALSE,1,NA,2018-03-06 02:20:11,FALSE,NA,"970846475813965824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"452","#FreeKhaledaZia https://t.co/HyiysQfqdx",FALSE,1,NA,2018-03-06 02:19:28,FALSE,NA,"970846294779428867",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"453","#FreeKhaledaZia https://t.co/xRIyGyXQ8p",FALSE,0,NA,2018-03-06 02:18:50,FALSE,NA,"970846136125636608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"454","#FreeKhaledaZia https://t.co/wrhFTVJx3f",FALSE,1,NA,2018-03-06 02:18:29,FALSE,NA,"970846044463312896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"455","#FreeKhaledaZia https://t.co/FKtGDP8opq",FALSE,2,NA,2018-03-06 02:13:33,FALSE,NA,"970844802840276992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"456","@IamRashed_Khan @BegumZiaBd @nytimes @AP @POTUS @DanRather @ChrisCuomo @paulkrugman @SenBobCorker @SenatorMenendez… https://t.co/ghiKgtn7u4",FALSE,11,"IamRashed_Khan",2018-03-06 01:07:28,TRUE,"970682908691197953","970828176099246080","2988364464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hasanurrahmant2",5,FALSE,FALSE,NA,NA
"457","Hathazari JCD (Student wing of Bangladesh Nationalist Party) leader Suhel Rana was brutally killed by Awami thugs.… https://t.co/A9p96RvtVy",FALSE,38,NA,2018-03-05 23:45:34,TRUE,NA,"970807565352304640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Swalehinkc",19,FALSE,FALSE,NA,NA
"458","#FreeBegumZiaMovement #বেগম_জিয়া_মুক্তি_আন্দোলন

#FreeKhaledaZia #KhaledaZia #PeacefulProtestBD
------------------… https://t.co/g2amFQwsVn",FALSE,25,NA,2018-03-05 21:14:03,TRUE,NA,"970769434724925441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hmfaruq",6,FALSE,FALSE,NA,NA
"459","#Bangladeshi @albd1971 govt is a #Fascist one who shuts up opposition voices sending in jail prior to general elect… https://t.co/o1Kmc02puG",FALSE,8,NA,2018-03-05 20:33:31,TRUE,NA,"970759233556725760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiaziArif",6,FALSE,FALSE,NA,NA
"460","মিথ্যা মামলায় কারাবন্দী দেশনেত্রী @BegumZiaBd 'র নি:শর্ত মুক্তির দাবীতে সিলেটে উপশহর ই ব্লকে লিফলেট বিতরণ।… https://t.co/Cgz6sKwX3z",FALSE,26,NA,2018-03-05 20:21:02,TRUE,NA,"970756088852180992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khandakarajwad",7,FALSE,FALSE,NA,NA
"461","#Bangladesh
#FreeKhaledaZia
@antonioguterres 
@eucopresident 
 __Civil society must come together to ensure the upc… https://t.co/mUbm7mqyhT",FALSE,5,NA,2018-03-05 20:18:50,TRUE,NA,"970755537544519680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiaziArif",1,FALSE,FALSE,NA,NA
"462","#FreeKhaledaZia https://t.co/vhR8BIFhdG",FALSE,1,NA,2018-03-05 19:52:41,FALSE,NA,"970748955029004288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Faraa012",0,FALSE,FALSE,NA,NA
"463","Our Leader, Our Hope , Our Democracy, Our Bangladesh  @BegumZiaBd FREE KHALEDA ZIA  #FreeKhaledaZia… https://t.co/ctKIQmQc7B",FALSE,1,NA,2018-03-05 19:35:34,TRUE,NA,"970744650607812611",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MizanulKhan",0,FALSE,FALSE,NA,NA
"464","#FreeKhaledaZia",FALSE,0,NA,2018-03-05 19:17:01,FALSE,NA,"970739978962583552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","XahidTalukder",0,FALSE,FALSE,NA,NA
"465","In order to restore democracy in #Bangladesh and restore peace,Mother of democracy @BegumZiaBd will be released,… https://t.co/rtFBndIIK8",FALSE,12,NA,2018-03-05 18:55:50,TRUE,NA,"970734651676356608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moniruj18455738",6,FALSE,FALSE,NA,NA
"466","In order to restore democracy in #Bangladesh and restore peace,Mother of democracy @BegumZiaBd will be released,… https://t.co/n4tct7Ug0O",FALSE,2,NA,2018-03-05 18:14:22,TRUE,NA,"970724212523515904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i_am_Taher",3,FALSE,FALSE,NA,NA
"467","Some opportunists has already started to divert the the issue of #BegumKhaledaZia 's bail. Focus on our main issue… https://t.co/rapuzJURIB",FALSE,15,NA,2018-03-05 18:04:46,TRUE,NA,"970721799527976966",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",4,FALSE,FALSE,NA,NA
"468","#BNP will distribute the leaflets among the people across the country unconditional release of @BegumZiaBd… https://t.co/CA7sE2w86Y",FALSE,15,NA,2018-03-05 18:01:19,TRUE,NA,"970720929063063554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",4,FALSE,FALSE,NA,NA
"469","Awami League government wants to establish one-party rule on the plan to suppress the opposition,#FreeKhaledaZia… https://t.co/FteuLO3oZm",FALSE,16,NA,2018-03-05 17:58:27,TRUE,NA,"970720206707417089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",5,FALSE,FALSE,NA,NA
"470","গণতন্ত্রের অতন্ত্র প্রহরী, 
দেশনেত্রী বেগন খালেদা জিয়ার 
নিঃশর্ত মুক্তি চাই ।
#FreeKhaledaZia 
#SaveBangladesh… https://t.co/QCk4bianB3",FALSE,21,NA,2018-03-05 17:48:20,TRUE,NA,"970717664107577344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hasanshikdar20",6,FALSE,FALSE,NA,NA
"471","#BNP will distribute the leaflets among the people across the country unconditional release of @BegumZiaBd… https://t.co/IzvQuGCIoo",FALSE,44,NA,2018-03-05 17:31:39,TRUE,NA,"970713465944854528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atiq_impex",16,FALSE,FALSE,NA,NA
"472","#FreeKhaledaZia 
#SaveBangladesh 
#NoElectionWithoutKhaledaZia 
@CNN 
@UNHumanRights 
@BBCWorld 
@JustinTrudeau… https://t.co/0KqjpMeMPQ",FALSE,29,NA,2018-03-05 17:24:16,TRUE,NA,"970711606765150209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuzaSojib",11,FALSE,FALSE,NA,NA
"473","#FreeKhaledaZia https://t.co/SUK4k5kD7n",FALSE,2,NA,2018-03-05 17:13:05,FALSE,NA,"970708789753032704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"474","#Bangladeshi people doing peacefull movement aganist this fascist, tyrannical and persecutor @albd1971 government… https://t.co/TTqKkH5bWf",FALSE,12,NA,2018-03-05 17:12:38,TRUE,NA,"970708677458972673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",5,FALSE,FALSE,NA,NA
"475","In order to restore democracy in #Bangladesh and restore peace,Mother of democracy @BegumZiaBd will be released,… https://t.co/oFzrWnlmcn",FALSE,28,NA,2018-03-05 17:05:24,TRUE,NA,"970706857756184578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdullahramu",7,FALSE,FALSE,NA,NA
"476","#Bangladeshi people doing peacefull movement aganist this fascist, tyrannical and persecutor @albd1971 government… https://t.co/T2Ayk59ugo",FALSE,5,NA,2018-03-05 17:04:28,TRUE,NA,"970706624896643074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",6,FALSE,FALSE,NA,NA
"477","#Bangladeshi people doing peacefull movement aganist this fascist, tyrannical and persecutor @albd1971 government… https://t.co/ZQK18De1i6",FALSE,15,NA,2018-03-05 16:59:46,TRUE,NA,"970705441129820160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",8,FALSE,FALSE,NA,NA
"478","@albd1971 is not afraid of deathe, but throw fearless election is to afraid. To faer this they are terrified.… https://t.co/jiP2VwYnRN",FALSE,1,"albd1971",2018-03-05 16:53:37,TRUE,NA,"970703894719315968","2290009928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"479","#FreeKhaledaZia https://t.co/4c6nwZ3d2Z",FALSE,2,NA,2018-03-05 16:50:56,FALSE,NA,"970703218220003328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"480","3 times Prime Minister of Bangladesh #Khaledazia,72 yrs old,#FascistGovernment sent her to prison on fake charges,B… https://t.co/RteUQ37npi",FALSE,31,NA,2018-03-05 16:50:20,TRUE,NA,"970703067212632064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonjuAlom1",14,FALSE,FALSE,NA,NA
"481","@albd1971 is not afraid of deathe, but throw fearless election is to afraid. To faer this they are terrified.… https://t.co/F136D5vsFx",FALSE,1,"albd1971",2018-03-05 16:50:04,TRUE,NA,"970702999134773248","2290009928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"482","@albd1971 is not afraid of deathe, but throw fearless election is to afraid. To faer this they are terrified.… https://t.co/xS0c34A33z",FALSE,1,"albd1971",2018-03-05 16:48:48,TRUE,NA,"970702681265225728","2290009928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"483","In order to restore democracy in #Bangladesh and restore peace,Mother of democracy @BegumZiaBd will be released,… https://t.co/mBOmxImsTU",FALSE,32,NA,2018-03-05 16:46:28,TRUE,NA,"970702091512459264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TarunnoTamadi",17,FALSE,FALSE,NA,NA
"484","#FreeKhaledaZia https://t.co/MKWuU7Z7uI",FALSE,4,NA,2018-03-05 16:42:57,FALSE,NA,"970701207265300480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdullahramu",1,FALSE,FALSE,NA,NA
"485","@LisaCurtisHF Madam, The fascist government wants to establish a one-party rule by suppressing the opposition party… https://t.co/DOvWWkOLSQ",FALSE,3,"LisaCurtisHF",2018-03-05 16:36:11,TRUE,NA,"970699507347243008","468625663","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsifTanzir",0,FALSE,FALSE,NA,NA
"486","#FreeKhaledaZia https://t.co/q8dPyAGgki",FALSE,2,NA,2018-03-05 16:13:08,FALSE,NA,"970693704108265473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",0,FALSE,FALSE,NA,NA
"487","#FreeKhaledaZia https://t.co/jC3zW202RZ",FALSE,1,NA,2018-03-05 16:10:35,FALSE,NA,"970693061272518656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",0,FALSE,FALSE,NA,NA
"488","#FreeKhaledaZia https://t.co/iZNEa7m6kA",FALSE,2,NA,2018-03-05 16:09:55,FALSE,NA,"970692895844974593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",0,FALSE,FALSE,NA,NA
"489","#FreeKhaledaZia https://t.co/y3f07b84hX",FALSE,1,NA,2018-03-05 16:07:43,FALSE,NA,"970692341114716160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simran97828310",0,FALSE,FALSE,NA,NA
"490","I demand to release Begum Khaleda Zia immediately without any condition. @BegumZiaBd 
#FreeKhaledaZia… https://t.co/urt3l3WlTQ",FALSE,60,NA,2018-03-05 16:05:03,TRUE,NA,"970691668809846789",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",14,FALSE,FALSE,NA,NA
"491","#FreeKhaledaZia #KhaledaZia #PeacefulProtestBD
মঙ্গলবার সারাদেশে বিএনপির মানববন্ধন। ঢাকায় মানববন্ধন কর্মসূচি জাতী… https://t.co/wcbfjPAUGi",FALSE,13,NA,2018-03-05 16:01:25,TRUE,NA,"970690755684597761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mintu_bhuiyan",0,FALSE,FALSE,NA,NA
"492","#FreeKhaledaZia @AJEnglish https://t.co/5K4XCiAcYM",FALSE,5,NA,2018-03-05 15:58:31,FALSE,NA,"970690026253180929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",2,FALSE,FALSE,NA,NA
"493","#FreeKhaledaZia @bbcbangla @BBCWorld https://t.co/5K4XCiAcYM",FALSE,1,NA,2018-03-05 15:58:10,FALSE,NA,"970689938315403264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"494","#FreeKhaledaZia @CNN https://t.co/5K4XCiAcYM",FALSE,0,NA,2018-03-05 15:57:46,FALSE,NA,"970689838839054336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"495","#FreeKhaledaZia https://t.co/5K4XCiAcYM",FALSE,0,NA,2018-03-05 15:57:25,FALSE,NA,"970689751572295680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"496","#FreeKhaledaZia https://t.co/onp5h2OqHx",FALSE,0,NA,2018-03-05 15:57:03,FALSE,NA,"970689656068046848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"497","@BNP76138 প্লিজ, #FreeKhaledaZia ব্যবহার করুন",FALSE,0,"BNP76138",2018-03-05 15:56:10,FALSE,"970398385764216838","970689436555010048","870792662475055104","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"498","#FreeKhaledaZia https://t.co/PTqomapfrS",FALSE,0,NA,2018-03-05 15:55:35,FALSE,NA,"970689288068214784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"499","#FreeKhaledaZia https://t.co/QjMayyY8RG",FALSE,0,NA,2018-03-05 15:51:09,FALSE,NA,"970688170546229250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"500","#FreeKhaledaZia https://t.co/sIJSG3JH4n",FALSE,1,NA,2018-03-05 15:49:57,FALSE,NA,"970687871500795906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"501","#FreeKhaledaZia https://t.co/l0KZoybC70",FALSE,0,NA,2018-03-05 15:49:34,FALSE,NA,"970687772137680896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"502","#FreeKhaledaZia https://t.co/Q3T9ynYW0m",FALSE,0,NA,2018-03-05 15:49:05,FALSE,NA,"970687652268658688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"503","@IamRashed_Khan @BegumZiaBd @nytimes @AP @POTUS @DanRather @ChrisCuomo @paulkrugman @SenBobCorker @SenatorMenendez… https://t.co/Pu8v2vTzPW",FALSE,4,"IamRashed_Khan",2018-03-05 15:44:36,TRUE,"970682908691197953","970686523124342786","2988364464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"504","#FreeKhaledaZia @amnesty https://t.co/JDlQXIHCrQ",FALSE,3,NA,2018-03-05 15:44:22,FALSE,NA,"970686464081186816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"505","#FreeKhaledaZia @hrw https://t.co/JDlQXIZdjo",FALSE,4,NA,2018-03-05 15:43:54,FALSE,NA,"970686350016987138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",1,FALSE,FALSE,NA,NA
"506","#FreeKhaledaZia @UN https://t.co/JDlQXIZdjo",FALSE,4,NA,2018-03-05 15:43:38,FALSE,NA,"970686280982937602",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"507","#FreeKhaledaZia https://t.co/JDlQXIZdjo",FALSE,0,NA,2018-03-05 15:42:07,FALSE,NA,"970685900756631552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"508","Awami League to peace process will come not.
#FreeKhaledaZia
#Freedemocracy
#UNDP https://t.co/ehSrTCQ7lX",FALSE,4,NA,2018-03-05 15:32:58,FALSE,NA,"970683598440349696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nizamud16647023",0,FALSE,FALSE,NA,NA
"509","In order to restore democracy in #Bangladesh and restore peace,Mother of democracy @BegumZiaBd will be released,… https://t.co/cvgvM2y7LH",FALSE,124,NA,2018-03-05 15:30:14,TRUE,NA,"970682908691197953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IamRashed_Khan",64,FALSE,FALSE,NA,NA
"510","#FreeKhaledaZia https://t.co/uJN5Bxhfc6",FALSE,5,NA,2018-03-05 15:06:17,FALSE,NA,"970676882545897472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rashed_shaheen",0,FALSE,FALSE,NA,NA
"511","#freeKhaledazia https://t.co/SZgmo28i7X",FALSE,0,NA,2018-03-05 15:05:20,FALSE,NA,"970676642489053186",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rashed_shaheen",0,FALSE,FALSE,NA,NA
"512","#FreeKhaledaZia https://t.co/toehS23jtE",FALSE,0,NA,2018-03-05 14:51:47,FALSE,NA,"970673231035117568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"513","#FreeKhaledaZia https://t.co/IN0mlZwEpc",FALSE,0,NA,2018-03-05 14:51:22,FALSE,NA,"970673125879721984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"514","#FreeKhaledaZia https://t.co/2ngA2R501d",FALSE,12,NA,2018-03-05 14:45:25,FALSE,NA,"970671628223963137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abdullahramu",5,FALSE,FALSE,NA,NA
"515","#FreeKhaledaZia
#SaveBangladesh 
#SaveDemocracy 
#Bangladesh https://t.co/WZqqsiaB93",FALSE,3,NA,2018-03-05 14:36:40,FALSE,NA,"970669428206575616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FreeKhaledaZia1",2,FALSE,FALSE,NA,NA
"516","#FreeKhaledaZia #KhaledaZia #PeacefulProtestBD
মঙ্গলবার সারাদেশে বিএনপির মানববন্ধন। ঢাকায় মানববন্ধন কর্মসূচি জাতী… https://t.co/9awiYvBeKb",FALSE,10,NA,2018-03-05 14:35:49,TRUE,NA,"970669215857369088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FreeKhaledaZia1",3,FALSE,FALSE,NA,NA
"517","#FreeBegumZiaMovement #বেগম_জিয়া_মুক্তি_আন্দোলন

#FreeKhaledaZia #KhaledaZia #PeacefulProtestBD
মঙ্গলবার প্রেসক্লা… https://t.co/LqxkI9ecAj",FALSE,5,NA,2018-03-05 13:56:36,TRUE,NA,"970659345368203265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SMonpora",0,FALSE,FALSE,NA,NA
"518","@Telegraph
@AJEnglish

Fascist government make `The Drama of #ZafarIqbal' for confuse a peaceful movement for the r… https://t.co/p5FVgipEyl",FALSE,1,"Telegraph",2018-03-05 13:46:26,TRUE,NA,"970656786196901888","16343974","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"519","@LisaCurtisHF
@USAmbBangladesh

Fascist government make `The Drama of #ZafarIqbal' for confuse a peaceful movement… https://t.co/tNMkMnUyhU",FALSE,1,"LisaCurtisHF",2018-03-05 13:44:40,TRUE,NA,"970656340862418945","468625663","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
"520","@AP @nytimesworld 

Fascist government make `The Drama of #ZafarIqbal' for confuse a peaceful movement for the rele… https://t.co/xGWXN1hTQl",FALSE,5,"AP",2018-03-05 13:43:05,TRUE,NA,"970655944370565120","51241574","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",8,FALSE,FALSE,NA,NA
"521","নেত্রীর মুক্তির দাবীতে চলমান আন্দোলন বেগবান করতে উপজেলা-থানা পর্যায়েও কর্মসূচি পালনের নির্দেশ দেওয়া হচ্ছে না কেন?… https://t.co/FRD20q7exb",FALSE,20,NA,2018-03-05 13:42:19,TRUE,NA,"970655748836376576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","habib_raj_bd",7,FALSE,FALSE,NA,NA
"522","Fascist government make `The Drama of #ZafarIqbal' for confuse a peaceful movement for the release of #KhaledaZia… https://t.co/VICw0HILQT",FALSE,14,NA,2018-03-05 13:40:16,TRUE,NA,"970655234820227076",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",9,FALSE,FALSE,NA,NA
"523","#FreeKhaledaZia https://t.co/CGwM3DP8aq",FALSE,1,NA,2018-03-05 13:36:28,FALSE,NA,"970654277726232577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haidersuman",0,FALSE,FALSE,NA,NA
